,platformId,gameId,champion,queue,season,timestamp,role,lane,name,account ID
648,EUW1,4915133139,105,420,13,1604841788435,SOLO,MID,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
649,EUW1,4914309193,61,420,13,1604789711228,SOLO,MID,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
650,EUW1,4914228106,145,420,13,1604786739265,DUO_CARRY,BOTTOM,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
651,EUW1,4914074000,81,420,13,1604782998345,DUO_CARRY,BOTTOM,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
652,EUW1,4907385881,1,400,13,1604495506838,SOLO,MID,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
653,EUW1,4906190623,114,440,13,1604431268713,SOLO,TOP,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
655,EUW1,4761340601,222,450,13,1597414305048,SOLO,TOP,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
656,EUW1,4761194735,117,450,13,1597412210043,SOLO,BOTTOM,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
658,EUW1,4598493824,103,420,13,1589438751343,SOLO,MID,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
659,EUW1,4598551709,103,420,13,1589436101347,SOLO,MID,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
660,EUW1,4594233112,62,420,13,1589250859771,NONE,JUNGLE,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
661,EUW1,4587536082,59,420,13,1588994892838,NONE,JUNGLE,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
662,EUW1,4581387960,58,420,13,1588768018404,SOLO,TOP,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
663,EUW1,4581402802,161,420,13,1588766114659,DUO_SUPPORT,BOTTOM,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
664,EUW1,4580103891,62,420,13,1588697737821,NONE,JUNGLE,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
665,EUW1,4578255271,24,420,13,1588621259254,NONE,JUNGLE,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
666,EUW1,4578137118,57,420,13,1588618931100,SOLO,TOP,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
667,EUW1,4578131080,236,420,13,1588617290856,SOLO,MID,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
668,EUW1,4578052979,91,420,13,1588614979295,SOLO,MID,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
669,EUW1,4577837387,115,420,13,1588609966916,SOLO,MID,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
670,EUW1,4570563651,38,420,13,1588338617884,DUO,MID,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
671,EUW1,4569267329,517,420,13,1588284355763,SOLO,MID,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
672,EUW1,4568190214,31,420,13,1588253491441,SOLO,MID,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
673,EUW1,4567250774,31,420,13,1588202092698,SOLO,MID,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
674,EUW1,4567156639,64,420,13,1588200463905,NONE,JUNGLE,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
675,EUW1,4566231252,104,420,13,1588173070102,NONE,JUNGLE,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
676,EUW1,4566125115,236,420,13,1588171121194,SOLO,MID,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
677,EUW1,4566025208,54,420,13,1588167772495,SOLO,TOP,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
678,EUW1,4563627242,10,420,13,1588084130527,SOLO,TOP,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
679,EUW1,4563583320,432,420,13,1588082291644,DUO_SUPPORT,BOTTOM,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
680,EUW1,4561388438,62,420,13,1587995199271,SOLO,TOP,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
681,EUW1,4549530383,121,420,13,1587555128739,NONE,JUNGLE,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
682,EUW1,4549505647,245,420,13,1587552847806,NONE,JUNGLE,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
683,EUW1,4547327813,25,420,13,1587472609199,NONE,JUNGLE,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
684,EUW1,4547333678,25,420,13,1587470918975,NONE,JUNGLE,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
685,EUW1,4547286564,254,420,13,1587468447702,NONE,JUNGLE,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
686,EUW1,4547212168,60,420,13,1587465561335,NONE,JUNGLE,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
687,EUW1,4545472265,223,420,13,1587398326290,DUO_SUPPORT,BOTTOM,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
688,EUW1,4545356056,15,420,13,1587396255064,DUO_CARRY,BOTTOM,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
691,EUW1,4542536265,157,420,13,1587293356908,SOLO,MID,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
692,EUW1,4542400006,22,420,13,1587290194299,DUO_CARRY,BOTTOM,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
693,EUW1,4542435604,59,420,13,1587287987767,NONE,JUNGLE,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
694,EUW1,4540041581,114,420,13,1587203498259,SOLO,TOP,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
695,EUW1,4539977297,203,420,13,1587201293845,NONE,JUNGLE,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
696,EUW1,4524168092,112,700,13,1586636603547,SOLO,MID,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
697,EUW1,4524134533,134,700,13,1586633518884,DUO,MID,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
698,EUW1,4523991829,34,700,13,1586630485815,DUO,MID,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
699,EUW1,4515667174,72,420,13,1586354817348,NONE,JUNGLE,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
701,EUW1,4514826762,60,420,13,1586332463927,NONE,JUNGLE,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
702,EUW1,4514844931,60,420,13,1586330578792,NONE,JUNGLE,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
703,EUW1,4514793459,266,420,13,1586328626302,SOLO,TOP,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
704,EUW1,4514832540,412,420,13,1586327043060,DUO_SUPPORT,BOTTOM,Dan,rV3nvIPRli5XTBwRfMMhvWMZbZ-JdXrfoF061igWpgtwdf0
705,EUW1,5219307365,517,440,13,1618777746000,SOLO,MID,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
707,EUW1,5219202853,36,700,13,1618773630729,SOLO,TOP,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
708,EUW1,5219072878,10,700,13,1618770734145,SOLO,TOP,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
709,EUW1,5180114302,235,400,13,1617052519844,DUO_SUPPORT,BOTTOM,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
710,EUW1,4930439775,875,700,13,1605468829328,SOLO,TOP,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
713,EUW1,4710927233,62,420,13,1594923690280,SOLO,TOP,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
714,EUW1,4671893564,523,400,13,1592766334726,DUO_CARRY,BOTTOM,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
715,EUW1,4671807299,429,400,13,1592764314927,DUO_CARRY,BOTTOM,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
716,EUW1,4671823128,246,450,13,1592762611898,DUO,MID,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
717,EUW1,4668495825,62,420,13,1592580047505,NONE,JUNGLE,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
718,EUW1,4668201510,106,420,13,1592563018759,SOLO,TOP,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
719,EUW1,4668029223,164,420,13,1592561043220,DUO,MID,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
720,EUW1,4666944208,62,420,13,1592500019682,SOLO,TOP,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
721,EUW1,4665706435,106,420,13,1592419226903,DUO,TOP,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
723,EUW1,4665621692,106,420,13,1592413196809,SOLO,TOP,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
725,EUW1,4664100001,62,420,13,1592338688683,SOLO,TOP,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
726,EUW1,4662415738,67,420,13,1592251292288,SOLO,TOP,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
729,EUW1,4662186043,126,420,13,1592244661168,SOLO,TOP,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
730,EUW1,4661710187,517,420,13,1592226631661,SOLO,TOP,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
731,EUW1,4661725910,27,420,13,1592224651179,SOLO,TOP,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
732,EUW1,4661632134,62,420,13,1592221757567,SOLO,TOP,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
733,EUW1,4657867916,516,420,13,1592043943366,DUO,TOP,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
734,EUW1,4655248697,8,420,13,1591898947259,SOLO,TOP,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
735,EUW1,4654543355,62,420,13,1591867403695,SOLO,TOP,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
736,EUW1,4654449791,164,420,13,1591864636403,SOLO,TOP,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
737,EUW1,4653889803,429,900,13,1591821598369,DUO,TOP,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
740,EUW1,4651018250,62,420,13,1591695768118,SOLO,TOP,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
741,EUW1,4649988496,8,420,13,1591644647492,SOLO,TOP,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
742,EUW1,4648470465,126,420,13,1591557796504,SOLO,TOP,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
743,EUW1,4646404121,8,420,13,1591471016145,DUO,MID,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
744,EUW1,4645574787,27,420,13,1591438338410,SOLO,TOP,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
745,EUW1,4645025418,8,420,13,1591391385707,SOLO,TOP,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
746,EUW1,4644918161,27,420,13,1591389026989,NONE,JUNGLE,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
747,EUW1,4642609128,126,420,13,1591289237250,SOLO,TOP,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
748,EUW1,4639022185,429,900,13,1591124790077,NONE,JUNGLE,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
750,EUW1,4638216712,8,420,13,1591094159635,SOLO,TOP,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
751,EUW1,4638233448,126,420,13,1591092264123,SOLO,TOP,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
752,EUW1,4637432424,518,420,13,1591041332957,SOLO,TOP,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
753,EUW1,4632797911,875,420,13,1590850241308,NONE,JUNGLE,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
754,EUW1,4630500566,79,420,13,1590748843296,SOLO,TOP,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
756,EUW1,4625339516,104,900,13,1590527665316,DUO_CARRY,TOP,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
759,EUW1,4624840557,18,900,13,1590508739832,SOLO,MID,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
760,EUW1,4624775514,236,900,13,1590507228626,SOLO,MID,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
763,EUW1,4624383660,429,420,13,1590489867782,SOLO,TOP,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
764,EUW1,4624269702,79,420,13,1590487497784,SOLO,TOP,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
766,EUW1,4623564359,429,900,13,1590444940963,DUO_CARRY,MID,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
769,EUW1,4622991300,429,420,13,1590428272212,SOLO,TOP,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
771,EUW1,4611092335,41,900,13,1589915373926,DUO_CARRY,BOTTOM,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
773,EUW1,4609817352,8,900,13,1589851791331,NONE,JUNGLE,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
777,EUW1,4605221276,45,900,13,1589671909683,DUO,BOTTOM,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
778,EUW1,4605156127,112,900,13,1589670342655,SOLO,MID,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
781,EUW1,4600380330,555,450,13,1589492698812,DUO_SUPPORT,MID,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
784,EUW1,4600152816,58,900,13,1589486771450,NONE,JUNGLE,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
785,EUW1,4599647889,104,900,13,1589476119775,DUO_SUPPORT,MID,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
788,EUW1,4578393171,126,420,13,1588625670443,SOLO,TOP,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
790,EUW1,4573858374,126,420,13,1588454687258,SOLO,TOP,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
791,EUW1,4570836156,8,420,13,1588348068337,DUO,TOP,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
792,EUW1,4570788918,31,450,13,1588346068155,DUO_SUPPORT,MID,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
793,EUW1,4570783227,164,450,13,1588344441897,SOLO,TOP,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
794,EUW1,4569021470,164,420,13,1588275586674,SOLO,TOP,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
798,EUW1,4564940478,39,420,13,1588114137546,SOLO,TOP,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
799,EUW1,4564138292,10,420,13,1588093390708,SOLO,TOP,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
800,EUW1,4562300687,24,420,13,1588016307705,SOLO,TOP,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
802,EUW1,4557366332,164,420,13,1587841469486,DUO_CARRY,TOP,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
804,EUW1,4554167873,8,420,13,1587729269032,SOLO,TOP,Kryze,5lcC2_LF0rE1VEf4WRMUL8YUPMvdN9G82G56RKleyRvRGL8-JdXrfoF061igWpgtwdf0
805,EUW1,5222631371,245,400,13,1618939811819,NONE,JUNGLE,Patrik,_rPkiIPMuh_wLi3j8kGL08Q0fdYbv8hD_9X3rfMNUO1EiqY
806,EUW1,5222447903,48,400,13,1618937533906,NONE,JUNGLE,Patrik,_rPkiIPMuh_wLi3j8kGL08Q0fdYbv8hD_9X3rfMNUO1EiqY
807,EUW1,5216702535,245,400,13,1618673914756,NONE,JUNGLE,Patrik,_rPkiIPMuh_wLi3j8kGL08Q0fdYbv8hD_9X3rfMNUO1EiqY
808,EUW1,5216626343,78,400,13,1618671661865,NONE,JUNGLE,Patrik,_rPkiIPMuh_wLi3j8kGL08Q0fdYbv8hD_9X3rfMNUO1EiqY
809,EUW1,5107248449,245,400,13,1613819600103,NONE,JUNGLE,Patrik,_rPkiIPMuh_wLi3j8kGL08Q0fdYbv8hD_9X3rfMNUO1EiqY
811,EUW1,5000371061,111,400,13,1609075200325,DUO_SUPPORT,BOTTOM,Patrik,_rPkiIPMuh_wLi3j8kGL08Q0fdYbv8hD_9X3rfMNUO1EiqY
812,EUW1,5000285726,89,400,13,1609072863679,DUO_SUPPORT,BOTTOM,Patrik,_rPkiIPMuh_wLi3j8kGL08Q0fdYbv8hD_9X3rfMNUO1EiqY
813,EUW1,5000281611,36,400,13,1609070366342,NONE,JUNGLE,Patrik,_rPkiIPMuh_wLi3j8kGL08Q0fdYbv8hD_9X3rfMNUO1EiqY
814,EUW1,4980086508,15,400,13,1607979129850,DUO_CARRY,BOTTOM,Patrik,_rPkiIPMuh_wLi3j8kGL08Q0fdYbv8hD_9X3rfMNUO1EiqY
816,EUW1,4979780813,21,400,13,1607966673045,DUO_CARRY,BOTTOM,Patrik,_rPkiIPMuh_wLi3j8kGL08Q0fdYbv8hD_9X3rfMNUO1EiqY
817,EUW1,4979613664,78,400,13,1607964143775,NONE,JUNGLE,Patrik,_rPkiIPMuh_wLi3j8kGL08Q0fdYbv8hD_9X3rfMNUO1EiqY
820,EUW1,4979283539,86,1300,13,1607958973957,DUO_SUPPORT,MID,Patrik,_rPkiIPMuh_wLi3j8kGL08Q0fdYbv8hD_9X3rfMNUO1EiqY
825,EUW1,4977952272,42,400,13,1607875288691,DUO_CARRY,BOTTOM,Patrik,_rPkiIPMuh_wLi3j8kGL08Q0fdYbv8hD_9X3rfMNUO1EiqY
826,EUW1,4977816667,516,400,13,1607873146355,SOLO,TOP,Patrik,_rPkiIPMuh_wLi3j8kGL08Q0fdYbv8hD_9X3rfMNUO1EiqY
828,EUW1,4975952845,12,400,13,1607787921906,DUO_SUPPORT,BOTTOM,Patrik,_rPkiIPMuh_wLi3j8kGL08Q0fdYbv8hD_9X3rfMNUO1EiqY
829,EUW1,4975916573,58,400,13,1607785746540,SOLO,TOP,Patrik,_rPkiIPMuh_wLi3j8kGL08Q0fdYbv8hD_9X3rfMNUO1EiqY
830,EUW1,4975788896,89,400,13,1607782709104,DUO_SUPPORT,BOTTOM,Patrik,_rPkiIPMuh_wLi3j8kGL08Q0fdYbv8hD_9X3rfMNUO1EiqY
831,EUW1,4975642896,37,400,13,1607775031035,DUO_SUPPORT,BOTTOM,Patrik,_rPkiIPMuh_wLi3j8kGL08Q0fdYbv8hD_9X3rfMNUO1EiqY
832,EUW1,4975263157,111,400,13,1607731469431,DUO_SUPPORT,BOTTOM,Patrik,_rPkiIPMuh_wLi3j8kGL08Q0fdYbv8hD_9X3rfMNUO1EiqY
833,EUW1,4975187726,102,400,13,1607729297077,NONE,JUNGLE,Patrik,_rPkiIPMuh_wLi3j8kGL08Q0fdYbv8hD_9X3rfMNUO1EiqY
834,EUW1,4975078027,21,400,13,1607725937480,DUO_CARRY,BOTTOM,Patrik,_rPkiIPMuh_wLi3j8kGL08Q0fdYbv8hD_9X3rfMNUO1EiqY
835,EUW1,4974168427,85,400,13,1607705961646,DUO,TOP,Patrik,_rPkiIPMuh_wLi3j8kGL08Q0fdYbv8hD_9X3rfMNUO1EiqY
836,EUW1,4974132533,5,400,13,1607703341441,NONE,JUNGLE,Patrik,_rPkiIPMuh_wLi3j8kGL08Q0fdYbv8hD_9X3rfMNUO1EiqY
837,EUW1,4974047760,102,400,13,1607701425653,NONE,JUNGLE,Patrik,_rPkiIPMuh_wLi3j8kGL08Q0fdYbv8hD_9X3rfMNUO1EiqY
838,EUW1,4973982872,245,400,13,1607699046923,NONE,JUNGLE,Patrik,_rPkiIPMuh_wLi3j8kGL08Q0fdYbv8hD_9X3rfMNUO1EiqY
839,EUW1,4973362990,79,400,13,1607637308107,DUO,MID,Patrik,_rPkiIPMuh_wLi3j8kGL08Q0fdYbv8hD_9X3rfMNUO1EiqY
840,EUW1,4973264916,44,400,13,1607634943322,DUO_SUPPORT,BOTTOM,Patrik,_rPkiIPMuh_wLi3j8kGL08Q0fdYbv8hD_9X3rfMNUO1EiqY
841,EUW1,4973088201,42,400,13,1607632451035,SOLO,MID,Patrik,_rPkiIPMuh_wLi3j8kGL08Q0fdYbv8hD_9X3rfMNUO1EiqY
842,EUW1,4971490859,267,400,13,1607539474712,DUO_SUPPORT,BOTTOM,Patrik,_rPkiIPMuh_wLi3j8kGL08Q0fdYbv8hD_9X3rfMNUO1EiqY
843,EUW1,4971394501,102,400,13,1607536827313,NONE,JUNGLE,Patrik,_rPkiIPMuh_wLi3j8kGL08Q0fdYbv8hD_9X3rfMNUO1EiqY
845,EUW1,4969233429,245,400,13,1607445119955,NONE,JUNGLE,Patrik,_rPkiIPMuh_wLi3j8kGL08Q0fdYbv8hD_9X3rfMNUO1EiqY
846,EUW1,4968350517,27,400,13,1607374332712,DUO_SUPPORT,BOTTOM,Patrik,_rPkiIPMuh_wLi3j8kGL08Q0fdYbv8hD_9X3rfMNUO1EiqY
847,EUW1,4968074727,110,400,13,1607372192085,DUO_CARRY,BOTTOM,Patrik,_rPkiIPMuh_wLi3j8kGL08Q0fdYbv8hD_9X3rfMNUO1EiqY
